code,name,credits,department
MBIO-3993,PRACTICA DE GRADO,6,Microbiologia
MUSI-0001,PASANTIA MINISTERIO DE CULTURA,5,Musica
MUSI-1126,NEGOCIOS DE LA MUSICA,3,Musica
MUSI-1129,ANALISIS DE PRODUCCIONES DISCOGRAFICAS,3,Musica
MUSI-1136,TALLER DE LUTERIA ELECTRONICA,3,Musica
MUSI-1143,ESTRATEGIAS DE APRENDIZAJE MUS,2,Musica
MUSI-1144,CREACION Y GESTION DE PROYECTOS MUSICALES,2,Musica
MUSI-1147,ORGANO COMPLEMENTARIO 1,3,Musica
MUSI-1202,ARMONIA 1,3,Musica
MUSI-1203,ARMONIA 2,3,Musica
MUSI-1204,ARMONIA 3,3,Musica
MUSI-1205,ENTRENAMIENTO AUDITIVO 1,2,Musica
MUSI-1206,ENTRENAMIENTO AUDITIVO 2,2,Musica
MUSI-1207,ENTRENAMIENTO AUDITIVO 3,2,Musica
MUSI-1208,PIANO COMPLEMENTARIO 1,3,Musica
MUSI-1209,PIANO COMPLEMENTARIO 2,3,Musica
MUSI-1210,PIANO COMPLEMENTARIO 3,3,Musica
MUSI-1303,CORO DE CAMARA,0,Musica
MUSI-1400,INSTRUMENTO COMPL1 GUITARRA,3,Musica
MUSI-1404,CONJUNTO 1- ORQUESTA,3,Musica
MUSI-1415,INSTRUMENTO 1 - 15 PIANO,4,Musica
MUSI-1416,INSTRUMENTO 2 - 15-CORNO FRAN,4,Musica
MUSI-1417,INSTRUMENTO 3 - 15 - TROMPETA,4,Musica
MUSI-1600,TECLADO 1,2,Musica
MUSI-1601,TECLADO 2,2,Musica
MUSI-1602,TECLADO 3,2,Musica
MUSI-1603,TECLADO 4,2,Musica
MUSI-1610,SOFTWARE MUSICAL 1,2,Musica
MUSI-1611,SOFTWARE MUSICAL 2,2,Musica
MUSI-1800,ENSAMBLE DE JAZZ,3,Musica
MUSI-1802,CONJUNTO DE MUSICA ANTIGUA,3,Musica
MUSI-1807,TALLER MIDI (ELECTIVA-OPCION),3,Musica
MUSI-1809,TECNICAS DE GRABACION 2 (OPCION),3,Musica
MUSI-1813,TECNICA ALEXANDER 1,1,Musica
MUSI-1815,TALLER DE IMPROVISACION (JAZZ),3,Musica
MUSI-1816,TECNICA ALEXANDER 2,1,Musica
MUSI-1819,CORO PREPARATORIO,2,Musica
MUSI-1820,CORO UNIANDES,2,Musica
MUSI-1826,CORO SINFONICO DE LOS ANDES,2,Musica
MUSI-1830,CORO 1- (UNIANDES),0,Musica
MUSI-1831,CORO 2 (PREPARATORIO),0,Musica
MUSI-1901,TALLER DE IDIOMA 1 INGLES,1,Musica
MUSI-1903,LITERATURA VOCAL,1,Musica
MUSI-1904,TALLER DE IDIOMA 3 FRANCES,1,Musica
MUSI-1910,CANTO 1,4,Musica
MUSI-1911,CANTO 2,4,Musica
MUSI-1912,CANTO 3,4,Musica
MUSI-2200,PIANO COMPLEMENTARIO 4,3,Musica
MUSI-2201,PIANO COMPLEMENTARIO 5,3,Musica
MUSI-2202,PIANO COMPLEMENTARIO 6,3,Musica
MUSI-2203,ENTRENAMIENTO AUDITIVO 4,2,Musica
MUSI-2204,ENTRENAMIENTO AUDITIVO 5,2,Musica
MUSI-2205,ARMONIA 4,3,Musica
MUSI-2206,ARMONIA 5,3,Musica
MUSI-2208,CONTRAPUNTO 1,3,Musica
MUSI-2209,CONTRAPUNTO 2,3,Musica
MUSI-2211,CONTRAPUNTO AVANZADO 2,3,Musica
MUSI-2212,MORFOLOGIA 1,3,Musica
MUSI-2213,MORFOLOGIA 2,3,Musica
MUSI-2214,INTRODUCCION A LA ETNOMUSICOLOGIA,3,Musica
MUSI-2215,INTRODUCCION A LA INVESTIGACION EN ARCHIVO,1,Musica
MUSI-2400,CONJUNTO 2 - ORQUESTA,3,Musica
MUSI-2401,CONJUNTO 3 - ORQUESTA,3,Musica
MUSI-2402,CONJUNTO 4,3,Musica
MUSI-2403,CONJUNTO 5- ORQUESTA,3,Musica
MUSI-2408,CONJUNTO CUERDAS,3,Musica
MUSI-2414,INSTRUMENTO 4 - 15,4,Musica
MUSI-2415,INSTRUMENTO 5 - 15,4,Musica
MUSI-2416,INSTRUMENTO 6 - 15 VIOLA,4,Musica
MUSI-2417,INSTRUMENTO 7 - 15,4,Musica
MUSI-2420,RECITAL MITAD DE CARRERA INSTRUMENTIO - 15,3,Musica
MUSI-2500,TALLER DE COMPOSICION 1,3,Musica
MUSI-2501,TALLER DE COMPOSICION 2,3,Musica
MUSI-2502,INSTRUMENTACION 1,3,Musica
MUSI-2503,INSTRUMENTACION 2,3,Musica
MUSI-2504,COMPOSICION 1,5,Musica
MUSI-2505,COMPOSICION 2,5,Musica
MUSI-2512,AUDIO PARA LA IMAGEN I,2,Musica
MUSI-2513,AUDIO PARA LA IMAGEN II,2,Musica
MUSI-2514,COMPOSICION PARA LA IMAGEN I,3,Musica
MUSI-2515,COMPOSICION PARA LA IMAGEN II,3,Musica
MUSI-2606,AUDICION CRITICA,2,Musica
MUSI-2607,SONIDO EN VIVO 2,3,Musica
MUSI-2608,TALLER DE GRABACION 1,3,Musica
MUSI-2612,FUNDAMENTOS DE AUDIO Y ACUSTICA,3,Musica
MUSI-2613,TECNOLOGIA DEL AUDIO 1,3,Musica
MUSI-2619,TECNOLOGIA DEL AUDIO 2,3,Musica
MUSI-2620,ACUSTICA MUSICAL,3,Musica
MUSI-2623,ARREGLOS II,2,Musica
MUSI-2701,ANALISIS MUSICAL 2,5,Musica
MUSI-2801,TALLER LIRICO 1,2,Musica
MUSI-2806,TALLER LIRICO 2,2,Musica
MUSI-2807,TALLER LIRICO 3,2,Musica
MUSI-2808,TALLER LIRICO 4,2,Musica
MUSI-2809,TALLER LIRICO 5,2,Musica
MUSI-2810,CANTO 4,4,Musica
MUSI-2811,CANTO 5,4,Musica
MUSI-2812,CANTO 6,4,Musica
MUSI-2813,CANTO 7,4,Musica
MUSI-2814,TALLER LIRICO 6,2,Musica
MUSI-2815,LITERATURA VOCAL 2,1,Musica
MUSI-2816,LITERATURA VOCAL 3,1,Musica
MUSI-2817,LITERATURA VOCAL 4,1,Musica
MUSI-2818,LITERATURA VOCAL 5,1,Musica
MUSI-2821,RECITAL MITAD DE CARRERA CANTO - 15,2,Musica
MUSI-2822,PIANO APLICADO 1 - 15,3,Musica
MUSI-2823,PIANO APLICADO 2 - 15,3,Musica
MUSI-2824,PIANO APLICADO 3 - 15,3,Musica
MUSI-3302,DIRECCION CORAL 5,5,Musica
MUSI-3303,CONCIERTO DE GRADO,3,Musica
MUSI-3313,CONCIERTO DE GRADO - 15,5,Musica
MUSI-3400,CONJUNTO 6 - ORQUESTA,3,Musica
MUSI-3401,CONJUNTO 7 - PIANO,3,Musica
MUSI-3402,CONJUNTO 8 - ORQUESTA,3,Musica
MUSI-3403,INSTRUMENTO 8,5,Musica
MUSI-3404,INSTRUMENTO 9 - SAXOFON,5,Musica
MUSI-3405,INSTRUMENTO 10 VIOLIN,5,Musica
MUSI-3406,RECITAL GRADO - PERCUSION,3,Musica
MUSI-3413,INSTRUMENTO 8 - 15 - SAXOFON,4,Musica
MUSI-3414,INSTRUMENTO 9 - 15 CLARINETE,4,Musica
MUSI-3415,INSTRUMENTO 10 - 15 - VIOLIN,4,Musica
MUSI-3416,RECITAL GRADO - INSTRUMENTO - 15,4,Musica
MUSI-3500,ORQUESTACION 1,3,Musica
MUSI-3501,ORQUESTACION 2,3,Musica
MUSI-3502,COMPOSICION 3,5,Musica
MUSI-3503,COMPOSICION 4,5,Musica
MUSI-3504,COMPOSICION CON MEDIOS COMPLEMENTARIOS,3,Musica
MUSI-3511,INSTRUMENTACION DIGITAL,2,Musica
MUSI-3512,COMPOSICION PARA LA IMAGEN III,3,Musica
MUSI-3513,COMPOSICION PARA LA IMAGEN IV,3,Musica
MUSI-3515,COMPOSICION DE GRADO - 15,4,Musica
MUSI-3516,COMPOSICION DE GRADO PARA CINE Y MEDIOS,4,Musica
MUSI-3601,TALLER DE GRABACION 2,3,Musica
MUSI-3606,PRODUCCION MUSICAL 1,3,Musica
MUSI-3607,PRODUCCION MUSICAL 2,3,Musica
MUSI-3610,TRABAJO DE GRADO,3,Musica
MUSI-3611,ARMONIA POPULAR 1: ANALISIS Y CONSTRUCCION,2,Musica
MUSI-3612,ARMONIA POPULAR 2: ANALISIS Y CONSTRUCCION,2,Musica
MUSI-3613,ACUSTICA,2,Musica
MUSI-3614,MASTERIZACIÒN,3,Musica
MUSI-3615,PRE-PROYECTO PRODUCCION,0,Musica
MUSI-3616,POSPRODUCCION 1,3,Musica
MUSI-3617,POSPRODUCCION 2,3,Musica
MUSI-3618,TALLER DE MEZCLA,3,Musica
MUSI-3619,PRE-PROYECTO PRODUCCION - 15,3,Musica
MUSI-3620,TRABAJO DE GRADO - 15,5,Musica
MUSI-3813,LITERATURA VOCAL 6,1,Musica
MUSI-3992,PRACTICA PROFESIONAL,3,Musica
MUSI-4016,S.TESIS: MUSICOL Y COMPOSICION,4,Musica
MUSI-4017,SEMINARIO DE TESIS: INSTRUMENTO,5,Musica
MUSI-4019,INSTRUMENTO,4,Musica
MUSI-4020,ANALISIS Y CONTEXTO MUSICAL,4,Musica
MUSI-4021,INSTRUMENTO 1,4,Musica
MUSI-4023,MUSICOLOGIA 1,4,Musica
MUSI-4024,ENSAMBLE 1,1,Musica
PERI-1001,MEDIOS PERIODISMO Y PODER,3,Periodismo
PERI-1002,CRONICAS Y REPORTAJE PERIODISTICO (Tipo E),3,Periodismo
PERI-1019,TALLER SONORO,3,Periodismo
PERI-1020,TALLER DE VIDEO,3,Periodismo
PERI-1022,SALA DE REDACCION,3,Periodismo
PERI-1023,TALLER DE MEDIOS DIGITALES Y MULTIMEDIA,3,Periodismo
PSIC-1002,TALLER DE MANEJO DEL ESTRES,3,Psicologia
PSIC-1016,SEMILLERO RELACIONES AFECTIVAS,0,Psicologia
PSIC-1024,SEMILLERO EN PSICOLOGIA Y ASUNTOS ECONOMICOS,0,Psicologia
PSIC-1025,SEMILLERO NEUROCIENCIAS,0,Psicologia
PSIC-1028,SEMILLERO ENFERMEDADES CARDIOVASCULARES,0,Psicologia
PSIC-1030,SEMILLERO NEUROCIENCIA SOCIAL,0,Psicologia
PSIC-1204,PRINCIPIOS DE NEUROCIENCIAS 1,3,Psicologia
PSIC-1205,PRINCIPIOS DE NEUROCIENCIAS 2,3,Psicologia
PSIC-1402,FUNDAMENTOS DE PSICOLOGIA,3,Psicologia
PSIC-1403,TALLER DE INDUCCION,0,Psicologia
PSIC-2312,PSICOLOGIA DEL APRENDIZAJE (Tipo I),3,Psicologia
PSIC-2313,PSICOLOGIA DE LA EMOCION (Tipo E),3,Psicologia
PSIC-2314,PSICOLOGIA LENGUAJE,3,Psicologia
PSIC-2316,PSICOLOGIA DE LA PERCEPCION,3,Psicologia
PSIC-2317,PSICOLOGIA DE LA MEMORIA,3,Psicologia
PSIC-2318,MOTIVACION,3,Psicologia
PSIC-2503,PSICOLOGIA SOCIAL CRITICA,3,Psicologia
PSIC-2504,PSICOLOGIA SOCIAL EXPERIMENTAL,3,Psicologia
PSIC-2600,ENTREVISTA PSICOLOGICA,3,Psicologia
PSIC-2601,PSICOMETRIA,3,Psicologia
PSIC-2602,EVALUACION PSICOLOGICA,3,Psicologia
PSIC-2706,DISENO Y ANALISIS DE INVESTIGACION 1,3,Psicologia
PSIC-2707,DISENO Y ANALISIS DE INVESTIGACION 2,3,Psicologia
PSIC-2708,DISENO Y ANALISIS DE INVESTIGACION 3 (Tipo E),3,Psicologia
PSIC-3600,OPCION GRADO MATERIAS MAESTRIA,0,Psicologia
PSIC-3705,TRABAJO DE GRADO 1 06,3,Psicologia
PSIC-3706,TRABAJO DE GRADO 2 06,3,Psicologia
PSIC-3707,INVESTIGACION DIRIGIDA 1,3,Psicologia
PSIC-3708,INVESTIGACION DIRIGIDA 2,3,Psicologia
PSIC-3800,PSICOLOGIA APLICADA,0,Psicologia
PSIC-3801,ETICA PROFESIONAL,3,Psicologia
PSIC-3811,PRACTICA 1 06,9,Psicologia
PSIC-3812,PRACTICA 2 06,9,Psicologia
PSIC-3814,INFORME OPCION DE GRADO PROFESIONAL,0,Psicologia
PSIC-3815,SEMINARIO DE ACOMPANAMIENTO OPCION DE GRADO PROFESIONAL 1,0,Psicologia
PSIC-3820,INTERVENCION EN CRISIS,3,Psicologia
PSIC-3830,RESILIENCIA: NINOS Y JOVENES,3,Psicologia
PSIC-3891,CYBERPSYCHOLOGY (Tipo I),3,Psicologia
PSIC-3913,COMPORTAMIENTO DEL CONSUMIDOR,3,Psicologia
PSIC-3923,ABORDAJE PSICOSOCIAL DE LA DIVERSIDAD SEXUAL Y DE GENERO,3,Psicologia
PSIC-3926,LENGUAJE Y CEREBRO,3,Psicologia
PSIC-3927,PERDIDAS Y DUELOS EN LA VIDA,3,Psicologia
PSIC-3928,HABILIDADES CLINICAS PARA TERAPIAS CONTEXTUALES,3,Psicologia
PSIC-3929,LIDERAZGO Y RIESGO PSICOSOCIAL,3,Psicologia
PSIC-3936,RESPONSABILIDAD RECONCILIACION Y POSCONFLICTO,3,Psicologia
PSIC-3938,PSICOLOGIA SALUD Y SOCIEDAD,3,Psicologia
PSIC-3960,PSICOLOGIA DEL DESEMPENO,3,Psicologia
PSIC-3961,PSICOPATOLOGIA,4,Psicologia
PSIC-3962,DESARROLLO PSICOLOGICO (Tipo E),4,Psicologia
PSIC-3968,PSICOONCOLOGIA Y CUIDADOS PALIATIVOS,3,Psicologia
PSIC-3972,DANO PSICOSOCIAL Y EVALUACION CON FINES DE REPARACION,3,Psicologia
PSIC-3976,INFLUENCIA SOCIAL EN LA CONDUCTA DEL CONSUMIDOR,3,Psicologia
PSIC-3982,DISENO DE PROGRAMAS SOCIALES,3,Psicologia
PSIC-3996,TENDENCIAS EN DESARROLLO HUMANO ORGANIZACIONAL,3,Psicologia
PSIC-3998,PSICOLOGIA Y LITERATURA,3,Psicologia
PSIC-4100,DISENO DE PROYECTOS DE INVESTIGACION I,4,Psicologia
PSIC-4106,DISENO PROYECTO DE INVESTIGACION II Y COLOQUIO I,4,Psicologia
PSIC-4107,DISENO PROYECTO DE INVESTIGACION III Y COLOQUIO II,4,Psicologia
PSIC-4108,DISENO PROYECTO DE INVESTIGACION IV Y COLOQUIO III,4,Psicologia
PSIC-4890,SUSTENTACION PROYECTO INVESTIGACION MAESTRIA,0,Psicologia
PSIC-6400,PASANTIA,12,Psicologia
PSIC-6961,PROYECTO DIRIGIDO 1,4,Psicologia
PSIC-6970,EXAMEN COMPRENSIVO CURSOS FUNDAMENTALES,0,Psicologia
PSIC-6973,SUSTENTACION PROYECTO DE INVESTIGACION DOCTORADO,0,Psicologia
PSIC-6981,TESIS Y COLOQUIO DOCTORALES,8,Psicologia
PSIC-6982,DISERTACION DOCTORAL EN CURSO,0,Psicologia
PSIC-6990,SUSTENTACION DE TESIS DOCTORAL,0,Psicologia
QUIM-0000,INDUCCION,0,Quimica
QUIM-1000,INTRODUCCION A LA QUIMICA,2,Quimica
QUIM-1100,HEXAGONO,0,Quimica
QUIM-1101,QUIMICA GENERAL,3,Quimica
QUIM-1102,LABORATORIO DE QUIMICA GENERAL,1,Quimica
QUIM-1103,QUIMICA,3,Quimica
QUIM-1104,LABORATORIO DE QUIMICA,0,Quimica
QUIM-1105,APLICACIONES DE LA QUIMICA,3,Quimica
QUIM-1106,LABORATORIO DE APLICACIONES DE QUIMICA,0,Quimica
QUIM-1110,INTR. TEORIA ATOMOS Y MOLEC,3,Quimica
QUIM-1111,QUIMICA EXPERIMENTAL,0,Quimica
QUIM-1210,QUIMICA INORGANICA I,3,Quimica
QUIM-1213,LABORATORIO DE QUIMICA INORGANICA II,2,Quimica
QUIM-1301,QUIMICA ORGANICA,3,Quimica
QUIM-1302,LABORATORIO DE QUIMICA ORGANICA,1,Quimica
QUIM-1303,FUNDAMENTOS DE QUIMICA ORGANICA,3,Quimica
QUIM-1304,LABORATORIO DE FUNDAMENTOS DE QUIMICA ORGANICA,0,Quimica
QUIM-1311,LABORATORIO DE QUIMICA ORGANICA I,1,Quimica
QUIM-1512,FISICOQUIMICA II,3,Quimica
QUIM-1513,LABORATORIO DE FISICOQUIMICA II,1,Quimica
QUIM-1618,FUNDAMENTOS DE ANALISIS QUIMICO,3,Quimica
QUIM-1619,LABORATORIO DE FUNDAMENTOS DE ANALISIS QUIMICO,0,Quimica
QUIM-2312,QUIMICA ORGANICA II,3,Quimica
QUIM-2518,FUNDAMENTOS DE FISICOQUIMICA,3,Quimica
QUIM-2519,LABORATORIO DE FUNDAMENTOS DE FISICOQUIMICA,0,Quimica
QUIM-2620,QUIMICA ANALITICA I,3,Quimica
QUIM-2621,LABORATORIO DE QUIMICA ANALITICA I,0,Quimica
QUIM-2624,EXTRACCION - SEPARACION,3,Quimica
QUIM-2625,LABORATORIO DE EXTRACCION - SEPARACION,1,Quimica
QUIM-2626,QUIMIOMETRIA,2,Quimica
QUIM-3012,SEMINARIO AVANZADO,3,Quimica
QUIM-3014,PROYECTO DE GRADO,1,Quimica
QUIM-3214,QUIMICA INORGANICA III,3,Quimica
QUIM-3230,CATALISIS EN LA IND. Y LABORAT,3,Quimica
QUIM-3315,LABORATORIO DE QUIMICA ORGANICA III,2,Quimica
QUIM-3350,ESTEREOQUIMICA Y SELECTIVIDAD DE LAS REACCIONES ORGANICAS,3,Quimica
QUIM-3401,BIOQUIMICA,3,Quimica
QUIM-3402,LABORATORIO DE BIOQUIMICA,1,Quimica
QUIM-3514,ESPECTROSCOPIA Y QUIMICA CUANTICA,3,Quimica
QUIM-3900,TRABAJO DE GRADO,3,Quimica
QUIM-3997,PASANTIA ESTUDIANTES NACIONALES,0,Quimica
QUIM-4013,LABORATORIO DE POSGRADO,4,Quimica
QUIM-4100,TALLER DE INVESTIGACION,4,Quimica
QUIM-4150,SEMINARIO I,4,Quimica
QUIM-4213,INORGANICA AVANZADA,4,Quimica
QUIM-4230,CATALISIS EN LA IND. Y LABORAT,4,Quimica
QUIM-4313,ORGANICA AVANZADA,4,Quimica
QUIM-4350,ESTEREOQUIMICA Y SELECTIVIDAD DE LAS REACCIONES ORGANICAS,4,Quimica
QUIM-4513,FISICOQUIMICA AVANZADA,4,Quimica
QUIM-4900,TESIS I,6,Quimica
QUIM-4950,TESIS II,6,Quimica
QUIM-6961,PROYECTO DIRIGIDO,4,Quimica
QUIM-6970,EXAMEN DE CANDIDATURA,0,Quimica
QUIM-6971,PASANTIA,0,Quimica
QUIM-6975,EXAMEN DE CONOCIMIENTOS,0,Quimica
QUIM-6981,TESIS 1 (DOCTORADO),12,Quimica
QUIM-6982,TESIS 2 (DOCTORADO),12,Quimica
QUIM-6983,TESIS 3 (DOCTORADO),12,Quimica
QUIM-6984,TESIS 4 (DOCTORADO),12,Quimica
QUIM-6985,TESIS 5 (DOCTORADO),12,Quimica
QUIM-6986,TESIS 6 (DOCTORADO),12,Quimica
QUIM-6987,TESIS 7 (DOCTORADO),12,Quimica
QUIM-6988,TESIS 8 (DOCTORADO),8,Quimica
QUIM-6989,TESIS 9 (DOCTORADO),12,Quimica
QUIM-6990,SUSTENTACION DE TESIS DOCTORAL,0,Quimica
CBCO-1023,PATRIMONIO CULTURAL EN COLOMBIA: DIVERSIDAD E INTEGRACION (Ciclo 1 de 8 semanas),2,CBU Area Colombia
CBCO-1025,ARTE Y CONFLICTO EN COLOMBIA (Tipo E - Ciclo 1 de 8 semanas),2,CBU Area Colombia
CBCO-1057,BIODIVERSIDAD CONSERVACION & DESARROLLO (Ciclo 1 de 8 semanas),2,CBU Area Colombia
CBCO-1069,LA EDUCACION EN COLOMBIA (Tipo E - Ciclo 1 de 8 semanas),2,CBU Area Colombia
CBCO-1076,EDUCACION JUVENTUD Y DROGAS (Ciclo 1 de 8 semanas),2,CBU Area Colombia
CBCO-1078,LEGADOS: TRES DEBATES NACIONALES EN TIEMPOS DE MARIO LASERNA (Ciclo 1 de 8 semanas),2,CBU Area Colombia
CBCO-1081,CAMISETAS CAFE Y REMEDIOS: COLOMBIA EN LA ECONOMIA GLOBAL (Ciclo 1 de 8 semanas),2,CBU Area Colombia
CBCO-1165,MUSICA TRADICION Y CULTURA. ZONA ANDINA Y LLANOS ORIENTALES (Ciclo 1 de 8 semanas),2,CBU Area Colombia
CBCA-1005,DE LOS MONSTRUOS DE LOS HUMANOS Y DE LOS ENCUENTROS CON EL OTRO EN LA VIDA DIARIA (Ciclo 1 de 8 sem,2,CBU Area Cultura Arte y Humanidades
CBCA-1012,LAHISTORIA DE UNA CASA: UN RELATO DEL HABITAR DOMESTICO EN OCCIDENTE (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1020,EL HABITANTE NINJA Y EL ARQUITECTO FEROZ: UNA ANTIHISTORIA DE LA ARQUITECTURA EN EL SIGLO XX (Ciclo,2,CBU Area Cultura Arte y Humanidades
CBCA-1022,CIUDAD Y TECNICA (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1027,NUEVOS MEDIOS (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1028,ARTE Y ANIMALES (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1029,EL ARTISTA Y LA CIUDAD (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1034,GRANDES HISTORIAS PERIODISTICAS (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1037,CINE SERIES Y PERIODISMO (Tipo E - Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1039,VIAJES POR LAS CIUDADES NARRADAS DE AMERICA LATINA (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1042,ETICA DE LAS PROFESIONES: DELIBERACION Y DECISION (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1072,EL SENTIDO DE LA EDUCACION (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1073,AMBIENTES DE APRENDIZAJE A TRAVES DE LA HISTORIA (Tipo E - Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1079,DRIFT OR THINK (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1085,TECNOCULTURAS EN AMERICA LATINA (Tipo E - Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1087,LIBREPENSAMIENTO ATEISMO Y SECULARISMO (Tipo E - Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1088,DESIRE AND THE STRUGGLE FOR RECOGNITION (Tipo I),2,CBU Area Cultura Arte y Humanidades
CBCA-1106,PINTURA Y VIDA COTIDIANA EN LA HISTORIA DIGITAL MEDIEVAL Y MODERNA (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1107,GEOGRAFIA DE AMERICA LATINA (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1118,EL ARTE EN LAS NARRATIVAS DE OCCIDENTE (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1119,COLOMBIA PRECOLOMBINA: ARQUEOLOGIA Y ETNOHISTORIA DE LA INVASION DE AMERICA (SIGLOS XV Y XVI) (Cicl,2,CBU Area Cultura Arte y Humanidades
CBCA-1121,APRECIACION DEL ARTE (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1125,QUEER: ARTE Y LITERATURAS RARAS (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1126,FICCIONES POLICIALES (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1129,LIBROS PROHIBIDOS (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1151,APRECIACION DEL SONIDO: EL SONIDO COMO MATERIA (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1152,MUSICA ORQUESTAL EN OCCIDENTE (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1154,APRECIACION BLUES Y ROCK CLASICO (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1156,APRECIACION DE LA MUSICA (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1157,MUSICA DEL SIGLO XIX (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1164,DE LA HABANERA AL TANGO. LA CANCION POPULAR LATINOAMERICANA (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBCA-1168,APRECIACION DE LA MUSICA (Ciclo 1 de 8 semanas),2,CBU Area Cultura Arte y Humanidades
CBPC-1009,CONDICION HUMANA (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1016,CIUDADES VERTICALES - LA TERCERA DIMENSION DEL SUELO EN LAS CIUDADES (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1048,GENERO IDENTIDAD Y DESARROLLO (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1050,GLOBALIZACION: PROMESAS AMENAZAS Y PERSPECTIVAS (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1058,LAS PLANTAS Y EL HOMBRE (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1066,EXPERIMENTOS DE POLITICA SOCIAL: ¿QUE SABEMOS Y A DONDE VAMOS? (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1083,JUEGOS REDES Y COMPLEJIDAD (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1084,TECNOLOGIA Y SOCIEDAD (Tipo E - Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1086,TECNOLOGIA Y GLOBALIZACION (Tipo E - Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1097,ARMAS NUCLEARES (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1098,TESOROS DE LA FISICA Y SUS DESCUBRIDORES (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1100,MUNDOS LEJANOS (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1103,VERDAD O CREENCIA: EL PROBLEMA DEL CONOCIMIENTO (Tipo E - Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1148,LAS FORMAS DEL LABERINTO (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1149,EL JUEGO DE LA MENTE (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1173,CLIMA GLOBAL - PASADO PRESENTE FUTURO (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1174,QUIMICA LEYES Y CONCEPTOS (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBPC-1176,INTRODUCCION AL PENSAMIENTO COMPUTACIONAL (Ciclo 1 de 8 semanas),2,CBU Area Pensamiento Cientifico
CBCC-1177,COLOMBIA: ESPACIO TIEMPO DIFERENCIA (Ciclo 1 de 8 semanas),2,CBU Curso Comun de Colombia
HART-2105,ARTE RUPESTRE (Ciclo 1 de 8 semanas),2,Historia del Arte
HART-2110,ARTE Y ARQUITECTURA MORTUORIA (Ciclo 1 de 8 semanas),2,Historia del Arte
