code,name,credits,department
IMEC-2700,PROYECTO INTERMEDIO,3,Ingenieria Mecanica
IMEC-2797,SEGURIDAD INDUSTRIAL SALUD OCUPACIONAL Y MEDIO AMBIENTE 2,0,Ingenieria Mecanica
IMEC-3250,AERODINAMICA BASICA,3,Ingenieria Mecanica
IMEC-3345,SISTEMAS CONVERSION DE ENERGIA,3,Ingenieria Mecanica
IMEC-3460,SISTEMAS DE MANUFACTURA,3,Ingenieria Mecanica
IMEC-3530,DISENO DE SISTEMAS MECANICOS,3,Ingenieria Mecanica
IMEC-3700,SEMINARIO DE PROYECTOS,0,Ingenieria Mecanica
IMEC-3701,PROYECTO DE GRADO,3,Ingenieria Mecanica
IMEC-3702,PROBLEMA ESPECIAL,3,Ingenieria Mecanica
IMEC-3991,PRACTICA PROFESIONAL COMPLETA,6,Ingenieria Mecanica
IMEC-3997,SEGURIDAD INDUSTRIAL SALUD OCUPACIONAL Y MEDIO AMBIENTE 3,0,Ingenieria Mecanica
IMEC-4001,MATEMATICAS APLICADAS,4,Ingenieria Mecanica
IMEC-4215,TERMODINAMICA AVANZADA,4,Ingenieria Mecanica
IMEC-4427,FABRICACION ASISTIDA POR COMPUTADOR,4,Ingenieria Mecanica
IMEC-4518,DISENO DE MECANISMOS POR COMPUTADOR,4,Ingenieria Mecanica
IMEC-4604,MECANICA DE MEDIOS CONTINUOS,4,Ingenieria Mecanica
IMEC-4700,SEMINARIO DE MAGISTER,0,Ingenieria Mecanica
IMEC-4701,TESIS 1,4,Ingenieria Mecanica
IMEC-4702,TESIS 2,8,Ingenieria Mecanica
IMEC-4800,PROBLEMA ESPECIAL DE MAGISTER,4,Ingenieria Mecanica
IMEC-4801,PROBLEMA ESPECIAL DE MAGISTER 2,1,Ingenieria Mecanica
IMEC-4994,PASANTIA M-IMEC,0,Ingenieria Mecanica
IMEC-4997,SEGURIDAD INDUSTRIAL SALUD OCUPACIONAL Y MEDIO AMBIENTE 4,0,Ingenieria Mecanica
IMEC-6001,TUTORIAL 3,1,Ingenieria Mecanica
IMEC-6002,TUTORIAL 1,4,Ingenieria Mecanica
IMEC-6003,TUTORIAL 2,4,Ingenieria Mecanica
IMEC-6402,PASANTIA SEMESTRAL,0,Ingenieria Mecanica
IMEC-6700,SEMINARIO DE DOCTORADO,0,Ingenieria Mecanica
IMEC-6970,EXAMEN DE PROPUESTA DOCTORAL,0,Ingenieria Mecanica
IMEC-6980,TESIS 4CR,4,Ingenieria Mecanica
IMEC-6981,TESIS 8CR,8,Ingenieria Mecanica
IMEC-6982,TESIS 12CR,12,Ingenieria Mecanica
IMEC-6983,TESIS 16CR,16,Ingenieria Mecanica
IMEC-6990,SUSTENTACION DE TESIS,0,Ingenieria Mecanica
IQUI-1001,INTRODUCCION A LA INGENIERIA QUIMICA,3,Ingenieria Quimica
IQUI-1002,LABORATORIO DE INTRODUCCION A LA INGENIERIA QUIMICA,0,Ingenieria Quimica
IQUI-2010,FUNDAMENTOS DE PROCESOS INDUSTRIALES,3,Ingenieria Quimica
IQUI-2020,TERMODINAMICA,3,Ingenieria Quimica
IQUI-2021,EQUILIBRIO DE FASES Y QUIMICO,3,Ingenieria Quimica
IQUI-2023,LABORATORIO DE TERMODINAMICA,0,Ingenieria Quimica
IQUI-2024,LABORATORIO DE EQUILIBRIO,0,Ingenieria Quimica
IQUI-2090,PROYECTO DE MITAD DE CARRERA,3,Ingenieria Quimica
IQUI-2091,TALLER PMC,0,Ingenieria Quimica
IQUI-2101,FENOMENOS DE TRANSPORTE 1,3,Ingenieria Quimica
IQUI-2102,FENOMENOS DE TRANSPORTE 2,3,Ingenieria Quimica
IQUI-2104,LAB. FENOMENOS TRANSPORTE 2,0,Ingenieria Quimica
IQUI-2200,DISENO EXPERIMENTAL INGENIERIA QUIMICA,3,Ingenieria Quimica
IQUI-2300,INGENIERIA DE REACCIONES,3,Ingenieria Quimica
IQUI-2301,LAB. INGENIERIA REACCIONES,0,Ingenieria Quimica
IQUI-2501,SEMILLERO INVESTIGACION I,1,Ingenieria Quimica
IQUI-2502,SEMILLERO INVESTIGACION II,2,Ingenieria Quimica
IQUI-2503,SEMILLERO INVESTIGACION III,3,Ingenieria Quimica
IQUI-3001,PROCESOS DE SEPARACION,3,Ingenieria Quimica
IQUI-3002,LABORATORIO DE PROCESOS DE SEPARACION,0,Ingenieria Quimica
IQUI-3010,OPERACIONES UNITARIAS,3,Ingenieria Quimica
IQUI-3012,LABORATORIO DE OPERACIONES UNITARIAS,0,Ingenieria Quimica
IQUI-3031,DISENO DE PLANTAS DE PROCESO,3,Ingenieria Quimica
IQUI-3032,TALLER DE DISENO DE PLANTAS DE PROCESO,0,Ingenieria Quimica
IQUI-3039,INTRODUCCION AL MODELAJE Y SIMULACION EN INGENIERIA,3,Ingenieria Quimica
IQUI-3040,OPTIMIZACION DE PROCESOS QUIMICOS,3,Ingenieria Quimica
IQUI-3041,TALLER MODELAMIENTO Y SIMULACION,0,Ingenieria Quimica
IQUI-3042,TALLER DE OPTIMIZACION,0,Ingenieria Quimica
IQUI-3090,SEMINARIO DE PROYECTO DE GRADO,0,Ingenieria Quimica
IQUI-3091,PROYECTO DE GRADO,3,Ingenieria Quimica
IQUI-3209,BIOREACTORS,3,Ingenieria Quimica
IQUI-3315,ANAL. CICLO VIDA PROD. Y PROC.,3,Ingenieria Quimica
IQUI-3501,PROYECTO ESPECIAL,3,Ingenieria Quimica
IQUI-3518,FROM YEAST TO BEER: THE SCIENTIFIC PRINCIPLES OF BREWING,3,Ingenieria Quimica
IQUI-3991,PRACTICA PROFESIONAL 6 CREDITOS,6,Ingenieria Quimica
IQUI-4101,FENOMENOS DE TRANSPORTE AVANZADOS,4,Ingenieria Quimica
IQUI-4211,PROYECTO ESPECIAL MAESTRIA,4,Ingenieria Quimica
IQUI-4212,PROYECTO ESPECIAL MAESTRIA II,4,Ingenieria Quimica
IQUI-4221,PETROLEO LEYES Y CONCEPTOS,4,Ingenieria Quimica
IQUI-4301,TESIS I,4,Ingenieria Quimica
IQUI-4302,TESIS II,8,Ingenieria Quimica
IQUI-4303,TUTORIAL,1,Ingenieria Quimica
IQUI-4304,TUTORIAL 2,1,Ingenieria Quimica
IQUI-4310,SEGURIDAD DE PROCESOS IND.,4,Ingenieria Quimica
IQUI-4402,SEMINARIO,0,Ingenieria Quimica
IQUI-4403,INTERCAMBIO INTERNACIONAL,0,Ingenieria Quimica
IQUI-6007,TUTORIAL ESPECIAL,1,Ingenieria Quimica
IQUI-6008,TUTORIA ESPECIAL II,1,Ingenieria Quimica
IQUI-6009,PROYECTO DIRIGIDO I,4,Ingenieria Quimica
IQUI-6010,PROYECTO DIRIGIDO II,4,Ingenieria Quimica
IQUI-6402,PASANTIA SEMESTRAL,0,Ingenieria Quimica
IQUI-6980,TESIS 4CR,4,Ingenieria Quimica
IQUI-6981,TESIS 8CR,8,Ingenieria Quimica
IQUI-6982,TESIS 12CR,12,Ingenieria Quimica
IQUI-6983,TESIS 16CR,16,Ingenieria Quimica
LENG-1066,PROFUNDIZACION LENG ADVANCED EFFECTIVE WRITING,0,Lenguas y Cultura
LENG-1117,INGLES 2 - LENGUAS Y CULTURA,3,Lenguas y Cultura
LENG-1118,INGLES 3 - LENGUAS Y CULTURA,3,Lenguas y Cultura
LENG-1120,EFFECTIVE SPEAKING,3,Lenguas y Cultura
LENG-1130,WRITING FOR BUSINESS COMMUNICATION,3,Lenguas y Cultura
LENG-1201,FRANCES 1,3,Lenguas y Cultura
LENG-1202,FRANCES 2,3,Lenguas y Cultura
LENG-1203,FRANCES 3,3,Lenguas y Cultura
LENG-1204,FRANCES 4,3,Lenguas y Cultura
LENG-1225,EXPRESSION ORALE ET PHONETIQUE,3,Lenguas y Cultura
LENG-1300,ALEMAN 1 Y 2 COMBINADO BLENDED,3,Lenguas y Cultura
LENG-1301,ALEMAN 1,3,Lenguas y Cultura
LENG-1302,ALEMAN 2,3,Lenguas y Cultura
LENG-1303,ALEMAN 3,3,Lenguas y Cultura
LENG-1304,ALEMAN 4,3,Lenguas y Cultura
LENG-1328,FONETICA Y COMUNICACION ORAL EN ALEMAN,3,Lenguas y Cultura
LENG-1329,GRAMATICA ALEMANA,3,Lenguas y Cultura
LENG-1401,JAPONES 1,3,Lenguas y Cultura
LENG-1402,JAPONES 2,3,Lenguas y Cultura
LENG-1403,JAPONES 3,3,Lenguas y Cultura
LENG-1404,JAPONES 4,3,Lenguas y Cultura
LENG-1405,JAPONES PARA MANGA Y ANIME,3,Lenguas y Cultura
LENG-1501,ESPANOL,3,Lenguas y Cultura
LENG-1582,ESPANOL LENGUA EXTRANJERA A2,3,Lenguas y Cultura
LENG-1583,ESPANOL LENGUA EXTRANJERA B1,3,Lenguas y Cultura
LENG-1584,ESPANOL LENGUA EXTRANJERA B2,3,Lenguas y Cultura
LENG-1601,ITALIANO 1,3,Lenguas y Cultura
LENG-1602,ITALIANO 2,3,Lenguas y Cultura
LENG-1603,ITALIANO 3,3,Lenguas y Cultura
LENG-1604,ITALIANO 4,3,Lenguas y Cultura
LENG-1701,PORTUGUES 1,3,Lenguas y Cultura
LENG-1702,PORTUGUES 2,3,Lenguas y Cultura
LENG-1703,PORTUGUES 3,3,Lenguas y Cultura
LENG-1704,PORTUGUES 4,3,Lenguas y Cultura
LENG-1721,ARABE:LENGUA Y CULTURA 1,3,Lenguas y Cultura
LENG-1741,CHINO 1,3,Lenguas y Cultura
LENG-1742,CHINO 2,3,Lenguas y Cultura
LENG-1743,CHINO 3,3,Lenguas y Cultura
LENG-1744,CHINO 4,3,Lenguas y Cultura
LENG-1745,CHINO 5,3,Lenguas y Cultura
LENG-1746,CHINO 6,3,Lenguas y Cultura
LENG-1890,INTRODUCCION A LA TRADUCCION APLICADA,3,Lenguas y Cultura
LENG-1906,INTRODUCCION: LINGUISTICA LENGUAS Y CULTURA,3,Lenguas y Cultura
LENG-1907,LINGUISTICA GENERAL,3,Lenguas y Cultura
LENG-1908,SOCIOLINGUISTICA,3,Lenguas y Cultura
LENG-2114,INGLES 4 - LENGUAS Y CULTURA,3,Lenguas y Cultura
LENG-2115,INGLES 5 - LENGUAS Y CULTURA,3,Lenguas y Cultura
LENG-2116,ADVANCED EFFECTIVE WRITING,3,Lenguas y Cultura
LENG-2117,ADVANCED EFFECTIVE SPEAKING,3,Lenguas y Cultura
LENG-2118,INGLES 6 - LENGUAS Y CULTURA,3,Lenguas y Cultura
LENG-2211,FRANCES 5,3,Lenguas y Cultura
LENG-2212,FRANCES 6,3,Lenguas y Cultura
LENG-2220,PARTIR ETUDIER EN FRANCE,3,Lenguas y Cultura
LENG-2224,ATELIER DECRITURE ACADEMIQUE1,3,Lenguas y Cultura
LENG-2226,ATELIER D¿ECRITURE ACADEMIQUE 2,3,Lenguas y Cultura
LENG-2228,GRAMMAIRE EN CONTEXTE,3,Lenguas y Cultura
LENG-2311,ALEMAN 5,3,Lenguas y Cultura
LENG-2312,ALEMAN 6,3,Lenguas y Cultura
LENG-2315,ESCRITURA CREATIVA Y EXPRESION ORAL ALEMANA,3,Lenguas y Cultura
LENG-2316,WISSENSCHAFTLICHES SCHREIBEN,3,Lenguas y Cultura
LENG-2411,JAPONES 5,3,Lenguas y Cultura
LENG-2412,JAPONES 6,3,Lenguas y Cultura
LENG-2576,METODOLOGIAS Y EVALUACION,3,Lenguas y Cultura
LENG-2578,ESTUDIOS CULTURALES Y AMERICA LATINA,3,Lenguas y Cultura
LENG-2581,METODOLOGIA EN ESTUDIOS CULTURALES,3,Lenguas y Cultura
LENG-2584,ESTUDIOS CUTURALES ASIATICOS,3,Lenguas y Cultura
LENG-2587,LENGUA DE SENAS COLOMBIANA,3,Lenguas y Cultura
LENG-2588,PODER GENERO Y SEXUALIDAD,3,Lenguas y Cultura
LENG-2611,ITALIANO 5: ITALIANO Y TEXTOS,3,Lenguas y Cultura
LENG-2709,VOZES DE RESISTÊNCIA NO BRASIL,3,Lenguas y Cultura
LENG-2711,PORTUGUES 5,3,Lenguas y Cultura
LENG-2909,LINGUISTICA APLICADA,3,Lenguas y Cultura
LENG-2910,PRACTICA 1,3,Lenguas y Cultura
LENG-3000,EXAMEN CARRERA LENGUAJES,0,Lenguas y Cultura
LENG-3001,REQUISITO C1 LENGUA PRINCIPAL,0,Lenguas y Cultura
LENG-3011,SEMILLERO GRUPO MEMORIA,0,Lenguas y Cultura
LENG-3148,DISCOURSE ANALYSIS,3,Lenguas y Cultura
LENG-3158,LANGUAGE VARIATION AND CHANGE,3,Lenguas y Cultura
LENG-3159,CREATIVE WRITING FLASH FICTION,3,Lenguas y Cultura
LENG-3242,DE LA NEGRITUDE AU TOUT-MONDE,3,Lenguas y Cultura
LENG-3243,PERSPEC. FRANCOPHONE DU VOYAGE,3,Lenguas y Cultura
LENG-3325,DIE DEUTSCHE FRAGE IN SCHULGESCHICHTSBUCHERN,3,Lenguas y Cultura
LENG-3329,FRAUEN SCHREIBEN: SIE VERÄNDERN MIT IHRER SPRACHE DIE WELT,3,Lenguas y Cultura
LENG-3585,ESPANOL LENGUA EXTRANJERA C1,3,Lenguas y Cultura
LENG-3921,PRACTICA DOCENTE,3,Lenguas y Cultura
LENG-3923,PRACTICA DE LIBRE ELECCION,3,Lenguas y Cultura
LENG-3926,PRACTICA DE LIBRE ELECCION DE TIEMPO COMPLETO,6,Lenguas y Cultura
LENG-3931,SEMINARIO DE DOCENCIA 2,3,Lenguas y Cultura
LENG-3974,MONOGRAFIA GRADO ESTUDIOS CULTURALES,8,Lenguas y Cultura
LENG-3975,MONOGRAFIA INVESTIGACION ACCION,8,Lenguas y Cultura
LENG-3976,ENSAYO GRADO CONCENTRACION SEGUNDA LENGUA,5,Lenguas y Cultura
LENG-3983,TUTORIA EN ESTUDIOS CULTURALES,2,Lenguas y Cultura
LENG-3987,TUTORIA PEDAGOGIA,2,Lenguas y Cultura
LENG-3989,PRACTICA DE GRADO PEDAGOGIA,6,Lenguas y Cultura
LENG-3993,PRACTICA DE GRADO ESTUDIOS CULTURALES,6,Lenguas y Cultura
LENG-3995,SEMINARIO DE GRADO,3,Lenguas y Cultura
LENG-4001,ESCRITURA ACADEMICA POSTGRADO,0,Lenguas y Cultura
LENG-4994,TALLER LECTURA 2-CIFE IBAGUE,0,Lenguas y Cultura
LENG-4997,TALLER LECTURA 1-POSTGRADO,0,Lenguas y Cultura
LENG-4998,TALLER LECTURA 2 POSTGRADO,0,Lenguas y Cultura
LENG-6991,INGLES DOCTORADOS 1,4,Lenguas y Cultura
LENG-6992,INGLES DOCTORADOS 2,4,Lenguas y Cultura
LENG-6993,INGLES DOCTORADOS 3,4,Lenguas y Cultura
LENG-6994,INGLES DOCTORADOS 4,4,Lenguas y Cultura
LENG-6996,REQ. INGLES DOCTORADOS IPD1,0,Lenguas y Cultura
LENG-6998,REQUISITO INGLES DOCTORADOS IPD3,0,Lenguas y Cultura
LITE-1100,INTRODUCCION A LOS ESTUDIOS LITERARIOS,3,Literatura
LITE-1325,LIT LATINOAMERICANA 1:COLONIAL,3,Literatura
LITE-1327,LITE..LATINOAMERICANA 3,3,Literatura
LITE-1400,LATIN I,3,Literatura
LITE-1401,GRIEGO I,3,Literatura
LITE-1501,NOVELA FRANCESA SIGLO 19,3,Literatura
LITE-1520,NARRATIVA RUSA,3,Literatura
LITE-1611,ESPANOL,3,Literatura
LITE-2104,LINGUISTICA2: HISTORIA DE LA LENGUA,3,Literatura
LITE-2105,TEORIA 1: POETICAS CLASICAS,3,Literatura
LITE-2106,LITERATURA COMPARADA,3,Literatura
LITE-2303,LITERATURA ESPANOLA MEDIEVAL,3,Literatura
LITE-2312,LITERATURA COLOMBIANA 2: NOVELA DE FUNDACION NACIONAL,3,Literatura
LITE-2317,POESIA LATINOAMERICANA DEL SIGLO XX,3,Literatura
LITE-2324,DIABLOS ANIMALES Y EXTRATERRESTRES: CRITICA Y FANTASIA EN LITERATURA HISPANICA,3,Literatura
LITE-2405,LATIN II,3,Literatura
LITE-2406,GRIEGO II,3,Literatura
LITE-2407,LATIN III,3,Literatura
LITE-2408,GRIEGO III,3,Literatura
LITE-2614,TALLER DRAMA Y GUION DE CINE,3,Literatura
LITE-2616,TALLER DE POESIA 2,3,Literatura
LITE-2622,TALLER DE ESCRITURA CREATIVA 3,3,Literatura
LITE-2671,LITERATURA Y CREACION VISUAL,3,Literatura
LITE-3347,SEMINARIO DE LATINOAMERICANA,3,Literatura
LITE-3402,SEMINARIO DE LATIN IV,3,Literatura
LITE-3405,SEMINARIO DE GRIEGO IV,3,Literatura
LITE-3527,SEMINARIO TEORICO: CIUDAD Y LITERATURA,3,Literatura
LITE-3602,PRACTICA PROFESIONAL,6,Literatura
LITE-3603,PRACTICA PROFESIONAL,3,Literatura
LITE-3616,EL CINE DESDE LA LITERATURA,3,Literatura
LITE-3618,SEMINARIO DE EDICION: CRITICA TEXTUAL,3,Literatura
LITE-3903,ASISTENCIA DE INVESTIGACION,6,Literatura
LITE-3904,SEMINARIO-TRABAJO DE GRADO,6,Literatura
LITE-3905,SEMINARIO TRABAJO DE GRADO EN CREACION,6,Literatura
LITE-3993,PRACTICA DE GRADO,6,Literatura
MATE-1010,SEMINARIO DE MATEMATICAS,1,Matematicas
MATE-1064,PENSAMIENTO A TRAVES DE LOS NUMEROS,3,Matematicas
MATE-1100,PENTAGONO,0,Matematicas
MATE-1102,MATEMATICA ESTRUCTURAL,3,Matematicas
MATE-1103,TEORIA DE NUMEROS,3,Matematicas
MATE-1105,ALGEBRA LINEAL 1,3,Matematicas
MATE-1106,ALGEBRA LINEAL 1 (HONORES),3,Matematicas
MATE-1107,ALGEBRA LINEAL 2,3,Matematicas
MATE-1201,PRECALCULO,3,Matematicas
MATE-1203,CALCULO DIFERENCIAL,3,Matematicas
MATE-1204,CALCULO DIFEREN (HON),3,Matematicas
MATE-1207,CALCULO VECTORIAL,3,Matematicas
MATE-1208,CALC. VECTORIAL (HONORES),3,Matematicas
MATE-1212,MATEMATICAS 1 (BIOLOGIA-MEDICINA),3,Matematicas
MATE-1213,MATEMATICAS 3 (BIOLOGIA-MEDICINA),3,Matematicas
MATE-1214,CALCULO INTEGRAL CON ECUACIONES DIFERENCIALES,3,Matematicas
MATE-1215,CALCULO INT-ECUAC.DIFER(HON),3,Matematicas
MATE-1251,METODOS CUANTITATIVOS,3,Matematicas
MATE-1252,CALCULO INTEGRAL-PROBABILIDAD,3,Matematicas
MATE-1253,CALCULO 3 Y ALGEBRA LINEAL 1,3,Matematicas
MATE-1501,ESTADISTICA 1 (CIENCIAS SOCIALES),3,Matematicas
MATE-1506,PROBABILIDAD Y ESTADISTICA 2,3,Matematicas
MATE-1507,MATEMATICAS 2 (BIOLOGIA-MEDICINA),3,Matematicas
MATE-1508,ESTADISTICA (CONTADURIA),3,Matematicas
MATE-1721,PRINCIPIOS MATEMATICOS EN MEDICINA,3,Matematicas
MATE-1751,MODELADO MATEMATICO,3,Matematicas
MATE-2101,ALGEBRA ABSTRACTA 1,3,Matematicas
MATE-2201,ANALISIS 1,3,Matematicas
MATE-2210,CALCULO DE VARIABLE COMPLEJA (INGENIERIA),2,Matematicas
MATE-2211,CALC.VARIABL COMPLEJA (INGLES),3,Matematicas
MATE-2301,ECUACIONES DIFERENCIALES,3,Matematicas
MATE-2303,ECUACIONES DIFERENCIALES (INGENIERIA),3,Matematicas
MATE-2509,ESTADISTICA (ECONOMIA),4,Matematicas
MATE-2510,PROBABILIDAD (HONORES),3,Matematicas
MATE-2511,ESTADISTICA ASUNTOS PUBLICOS,4,Matematicas
MATE-2604,TEORIA DE ANALISIS NUMERICO,3,Matematicas
MATE-2711,METODOS MATEMATICOS PARA ECONOMISTAS,3,Matematicas
MATE-2714,INT.MODELOS MATEM.GEST.FINAN,3,Matematicas
MATE-2724,APRENDIZAJE DE MAQUINAS,3,Matematicas
MATE-3101,ALGEBRA ABSTRACTA 2,3,Matematicas
MATE-3120,LOGICA 1,3,Matematicas
MATE-3163,CARDINALES GRANDES,3,Matematicas
MATE-3164,COMBINATORIA Y TEORIA GRAFOS,3,Matematicas
MATE-3169,ALGEBRAIC CODING THEO (INGLES),3,Matematicas
MATE-3210,ANALISIS COMPLEJO,3,Matematicas
MATE-3302,ECUACIONES DE LA FISICA MATEMATICA,3,Matematicas
MATE-3401,GEOMETRIA RIEMANNIANA,3,Matematicas
MATE-3410,GEOMETRIA DIFERENC. 2,3,Matematicas
MATE-3420,TOPOLOGIA 1,3,Matematicas
MATE-3422,TOPOLOGIA ALGEBRAICA,3,Matematicas
MATE-3510,PROCESOS ESTOCASTICOS,3,Matematicas
MATE-3520,ESTADIST. MATEMATICA 1,3,Matematicas
MATE-3712,TEORIA DE JUEGOS,3,Matematicas
MATE-3801,PRACTICA ENSENANZA 1,3,Matematicas
MATE-3802,PRACTICA ENSENANZA 2,3,Matematicas
MATE-3902,PROYECTO DE GRADO,3,Matematicas
MATE-3904,SEMINARIO DE PROYECTO DE GRADO 1,1,Matematicas
MATE-3905,SEMINARIO DE PROYECTO DE GRADO 2,1,Matematicas
MATE-3990,INSCRIPCION A GRADO,0,Matematicas
MATE-3992,PRACTICA EMPRESARIAL 1MEDIO TIEMPO,3,Matematicas
MATE-3993,PRACTICA EMPRESARIAL TC,6,Matematicas
MATE-4001,CURSO TUTORIAL DE MAESTRIA,4,Matematicas
MATE-4002,CURSO TUTORIAL POSTGRADO 2,4,Matematicas
MATE-4101,ALGEBRA CONMUTATIVA,4,Matematicas
MATE-4140,TEORIA DE MODELOS 1,4,Matematicas
MATE-4163,CARDINALES GRANDES,4,Matematicas
MATE-4164,COMBINATORIA Y TEORIA GRAFOS,4,Matematicas
MATE-4169,ALGEBRAIC CODING THEO (INGLES),4,Matematicas
MATE-4173,ALGEBRA ABSTRACTA 2,4,Matematicas
MATE-4210,ANALISIS COMPLEJO,4,Matematicas
MATE-4220,MEDIDA E INTEGRACION,3,Matematicas
MATE-4401,GEOMETRIA RIEMANNIANA,4,Matematicas
MATE-4421,TOPOLOGIA ALGEBRAICA,4,Matematicas
MATE-4901,SEMINARIO DE POSTGRADO 1,2,Matematicas
MATE-4902,SEMINARIO DE POSTGRADO 2,2,Matematicas
MATE-4903,SEMINARIO DE TRABAJO DE GRADO,3,Matematicas
MATE-4904,TRABAJO DE GRADO,12,Matematicas
MATE-4990,INSCRIPCION A GRADO,0,Matematicas
MATE-6901,SEMINARIO DE POSTGRADO 1,2,Matematicas
MATE-6902,SEMINARIO DE POSTGRADO 2,2,Matematicas
MATE-6903,PROYECTO DE TESIS 1,6,Matematicas
MATE-6904,PROYECTO DE TESIS 2,6,Matematicas
MATE-6970,EXAMEN DE CONOCIMIENTO,0,Matematicas
MATE-6971,EXAMEN DE CONOCIMIENTO 2,0,Matematicas
MATE-6975,SUSTENTACION DE PROYECTO,0,Matematicas
MATE-6976,PASANTIA 2,0,Matematicas
MATE-6979,PASANTIA,0,Matematicas
MATE-6980,PRETESIS 1,10,Matematicas
MATE-6981,PRETESIS 2,10,Matematicas
MATE-6982,PRETESIS 3,10,Matematicas
MATE-6984,PRETESIS 4,10,Matematicas
MATE-6985,PRETESIS 5,10,Matematicas
MATE-6989,TESIS,10,Matematicas
MATE-6990,DEFENSA DE TESIS,0,Matematicas
MEDI-1100,INDUCCION,0,Medicina
MEDI-1101,INTRODUCCION A LA PROFESION MEDICA,2,Medicina
MEDI-1102,HABILIDADES DE COMUNICACION I,2,Medicina
MEDI-2001,MEDICAMENTOS: COMO ACTUAN Y COMO USARLOS? (Tipo E),3,Medicina
MEDI-2003,DEL TROPICO CON AMOR: UNA MIRADA CRITICA A LAS ENFERMEDADES DESATENDIDAS,3,Medicina
MEDI-2004,SUSTANCIAS PSICOACTIVAS SIN CENSURA,3,Medicina
MEDI-2006,HISTORIA DEL SABER MEDICO: ARTE Y CIENCIA,3,Medicina
MEDI-2007,ANATOMIA PARA NO MEDICOS: CIENCIA ETICA ARTE E HISTORIA,3,Medicina
MEDI-2008,LOS LIMITES DEL GENOMA: UNA MIRADA GEN-ETICA (Tipo E),3,Medicina
MEDI-2009,FUNDAMENTOS EN NEUROCIENCIA,3,Medicina
MEDI-2011,HOW TO LIVE LONGER AND BETTER: CARDIOVASCULAR PREVENTION IN THE XXI CENTURY (Tipo I),3,Medicina
MEDI-3547,AIEPI (ATENCION INTEGRAL DE ENFERMEDADES PREVALENTES DE LA INFANCIA BASADA EN LA EVIDENCIA),3,Medicina
MEDI-3548,DESCIFRANDO LA ENFERMEDAD: INVESTIGACION BIOMEDICA,3,Medicina
MEDI-3900,PASANTIA DE INVESTIGACION,0,Medicina
MEDI-4003,EL TROPICO Y SUS ENFERMEDADES,4,Medicina
MEDI-4004,SUSTANCIAS PSICOACTIVAS: SIN CENSURA,4,Medicina
MEDI-4005,GESTION EN SALUD: MAS ALLA DE MEDICINA,4,Medicina
MEDI-4100,INVESTIGACION EN BIOMEDICINA,4,Medicina
MBIO-0000,INDUCCION,1,Microbiologia
MBIO-1100,BIOLOGIA CELULAR-TEORIA,3,Microbiologia
MBIO-1101,BIOLOGIA CELULAR-LABORATORIO,0,Microbiologia
MBIO-2100,BIOQUIMICA-TEORIA,3,Microbiologia
MBIO-2101,BIOQUIMICA-LABORATORIO,1,Microbiologia
MBIO-2102,BIOLOGIA MOLECULAR-TEORIA,3,Microbiologia
MBIO-2103,BIOLOGIA MOLECULAR-LABORATORIO,1,Microbiologia
MBIO-2300,BACTERIOLOGIA-TEORIA,3,Microbiologia
MBIO-2301,BACTERIOLOGIA-LABORATORIO,1,Microbiologia
MBIO-2302,BIOLOGIA DE HONGOS-TEORIA,3,Microbiologia
MBIO-2303,BIOLOGIA DE HONGOS-LABORATORIO,1,Microbiologia
MBIO-2304,PARASITOLOGIA-TEORIA,3,Microbiologia
MBIO-2305,PARASITOLOGIA-LABORATORIO,1,Microbiologia
MBIO-2306,VIROLOGIA-TEORIA,3,Microbiologia
MBIO-2307,VIROLOGIA-LABORATORIO,1,Microbiologia
MBIO-2310,BIOLOGIA MOLECULAR DE LA CELULA,3,Microbiologia
MBIO-2400,BIOESTADISTICA-TEORIA (INGLES),3,Microbiologia
MBIO-2401,BIOESTADISTICA-LABORATORIO,1,Microbiologia
MBIO-2500,INMUNOLOGIA-TEORIA,3,Microbiologia
MBIO-2501,INMUNOLOGIA-LABORATORIO,1,Microbiologia
MBIO-3105,GENETICA FORENSE,3,Microbiologia
MBIO-3513,GENOMICA Y BIOINFORMATICA,3,Microbiologia
MBIO-3518,GENOMICA Y BIOINFORMATICA-LAB,0,Microbiologia
MBIO-3530,INFECCIONES FUNGICAS:DE LO SUPERFICIAL A LO PROFUNDO-TEO,3,Microbiologia
MBIO-3531,INFECCIONES FUNGICAS:DE LO SUPERFICIAL A LO PROFUNDO-LAB,1,Microbiologia
MBIO-3600,FITOPATOLOGIA-TEORIA,3,Microbiologia
MBIO-3601,FITOPATOLOGIA-LABORATORIO,1,Microbiologia
MBIO-3602,MICROBIOLOGIA DE ALIMENTOS-TEORIA,3,Microbiologia
MBIO-3603,MICROBIOLOGIA DE ALIMENTOS-LABORATORIO,1,Microbiologia
MBIO-3608,BIODETERIORO OBJETOS DE ARTE,3,Microbiologia
MBIO-3609,BIODETERIORO OBJETOS DE ARTE-LAB,0,Microbiologia
MBIO-3912,INSCRIPCION PROYECTO DE GRADO,1,Microbiologia
MBIO-3913,TRABAJO DE GRADO MONOGRAFIA O PRACTICA DE GRADO,3,Microbiologia
MBIO-3914,SEMINARIO DE MICROBIOLOGIA,1,Microbiologia
MBIO-3915,COLECCIONES MICROBIOLOGICAS,2,Microbiologia
MBIO-3920,COLECCIONES MICROBIOLOGICAS - LABORATORIO,0,Microbiologia
MBIO-3991,PRACTICA PROFESIONAL,6,Microbiologia
